ts_code,year_week
688393.SH,2024-W42
688393.SH,2024-W43
688393.SH,2024-W44
688393.SH,2024-W45
688393.SH,2024-W46
688393.SH,2024-W47
688393.SH,2024-W48
688393.SH,2024-W49
688393.SH,2024-W50
688393.SH,2024-W51
688393.SH,2024-W52
688393.SH,2025-W02
688393.SH,2025-W03
688393.SH,2025-W04
688393.SH,2025-W07
688393.SH,2025-W08
688393.SH,2025-W09
688393.SH,2025-W10
688393.SH,2025-W11
688393.SH,2025-W12
688393.SH,2025-W13
688393.SH,2025-W15
688393.SH,2025-W16
688393.SH,2025-W17
688393.SH,2025-W20
688393.SH,2025-W21
688393.SH,2025-W22
688393.SH,2025-W24
688393.SH,2025-W25
688393.SH,2025-W26
688393.SH,2025-W27
688393.SH,2025-W28
688393.SH,2025-W29
688393.SH,2025-W30
688393.SH,2025-W31
688393.SH,2025-W32
688393.SH,2025-W33
688393.SH,2025-W34
688393.SH,2025-W35
688393.SH,2025-W36
688393.SH,2025-W37
688393.SH,2025-W38
688393.SH,2025-W39
688393.SH,2025-W42
688393.SH,2025-W43
688393.SH,2025-W44
688393.SH,2025-W45
688393.SH,2025-W46
688393.SH,2025-W47
688393.SH,2025-W48
688393.SH,2025-W49
688393.SH,2025-W50
688393.SH,2025-W51
688393.SH,2025-W52
688393.SH,2026-W02
688393.SH,2026-W03
688393.SH,2026-W04
688393.SH,2026-W05
688393.SH,2026-W06
688393.SH,2026-W07
688393.SH,2026-W10
688393.SH,2026-W11
688393.SH,2026-W12
688393.SH,2026-W13
688393.SH,2026-W14
688393.SH,2026-W16
688393.SH,2026-W17
688393.SH,2026-W20
688393.SH,2026-W21
688393.SH,2026-W22
688393.SH,2026-W23
688395.SH,2023-W24
688395.SH,2023-W26
688395.SH,2023-W27
688395.SH,2023-W28
688395.SH,2023-W29
688395.SH,2023-W30
688395.SH,2023-W31
688395.SH,2023-W32
688395.SH,2023-W33
688395.SH,2023-W34
688395.SH,2023-W35
688395.SH,2023-W36
688395.SH,2023-W37
688395.SH,2023-W38
688395.SH,2023-W41
688395.SH,2023-W42
688395.SH,2023-W43
688395.SH,2023-W44
688395.SH,2023-W45
688395.SH,2023-W46
688395.SH,2023-W47
688395.SH,2023-W48
688395.SH,2023-W49
688395.SH,2023-W50
688395.SH,2023-W51
688395.SH,2023-W52
688395.SH,2024-W02
688395.SH,2024-W03
688395.SH,2024-W04
688395.SH,2024-W05
688395.SH,2024-W08
688395.SH,2024-W09
688395.SH,2024-W10
688395.SH,2024-W11
688395.SH,2024-W12
688395.SH,2024-W13
688395.SH,2024-W15
688395.SH,2024-W16
688395.SH,2024-W17
688395.SH,2024-W19
688395.SH,2024-W20
688395.SH,2024-W21
688395.SH,2024-W22
688395.SH,2024-W23
688395.SH,2024-W25
688395.SH,2024-W26
688395.SH,2024-W27
688395.SH,2024-W28
688395.SH,2024-W29
688395.SH,2024-W30
688395.SH,2024-W31
688395.SH,2024-W32
688395.SH,2024-W33
688395.SH,2024-W34
688395.SH,2024-W35
688395.SH,2024-W36
688395.SH,2024-W37
688395.SH,2024-W39
688395.SH,2024-W42
688395.SH,2024-W43
688395.SH,2024-W44
688395.SH,2024-W45
688395.SH,2024-W46
688395.SH,2024-W47
688395.SH,2024-W48
688395.SH,2024-W49
688395.SH,2024-W50
688395.SH,2024-W51
688395.SH,2024-W52
688395.SH,2025-W02
688395.SH,2025-W03
688395.SH,2025-W04
688395.SH,2025-W07
688395.SH,2025-W08
688395.SH,2025-W09
688395.SH,2025-W10
688395.SH,2025-W11
688395.SH,2025-W12
688395.SH,2025-W13
688395.SH,2025-W15
688395.SH,2025-W16
688395.SH,2025-W17
688395.SH,2025-W20
688395.SH,2025-W21
688395.SH,2025-W22
688395.SH,2025-W24
688395.SH,2025-W25
688395.SH,2025-W26
688395.SH,2025-W27
688395.SH,2025-W28
688395.SH,2025-W29
688395.SH,2025-W30
688395.SH,2025-W31
688395.SH,2025-W32
688395.SH,2025-W33
688395.SH,2025-W34
688395.SH,2025-W35
688395.SH,2025-W36
688395.SH,2025-W37
688395.SH,2025-W38
688395.SH,2025-W39
688395.SH,2025-W42
688395.SH,2025-W43
688395.SH,2025-W44
688395.SH,2025-W45
688395.SH,2025-W46
688395.SH,2025-W47
688395.SH,2025-W48
688395.SH,2025-W49
688395.SH,2025-W50
688395.SH,2025-W51
688395.SH,2025-W52
688395.SH,2026-W02
688395.SH,2026-W03
688395.SH,2026-W04
688395.SH,2026-W05
688395.SH,2026-W06
688395.SH,2026-W07
688395.SH,2026-W10
688395.SH,2026-W11
688395.SH,2026-W12
688395.SH,2026-W13
688395.SH,2026-W14
688395.SH,2026-W16
688395.SH,2026-W17
688395.SH,2026-W20
688395.SH,2026-W21
688395.SH,2026-W22
688395.SH,2026-W23
688396.SH,2023-W24
688396.SH,2023-W26
688396.SH,2023-W27
688396.SH,2023-W28
688396.SH,2023-W29
688396.SH,2023-W30
688396.SH,2023-W31
688396.SH,2023-W32
688396.SH,2023-W33
688396.SH,2023-W34
688396.SH,2023-W35
688396.SH,2023-W36
688396.SH,2023-W37
688396.SH,2023-W38
688396.SH,2023-W41
688396.SH,2023-W42
688396.SH,2023-W43
688396.SH,2023-W44
688396.SH,2023-W45
688396.SH,2023-W46
688396.SH,2023-W47
688396.SH,2023-W48
688396.SH,2023-W49
688396.SH,2023-W50
688396.SH,2023-W51
688396.SH,2023-W52
688396.SH,2024-W02
688396.SH,2024-W03
688396.SH,2024-W04
688396.SH,2024-W05
688396.SH,2024-W08
688396.SH,2024-W09
688396.SH,2024-W10
688396.SH,2024-W11
688396.SH,2024-W12
688396.SH,2024-W13
688396.SH,2024-W15
688396.SH,2024-W16
688396.SH,2024-W17
688396.SH,2024-W19
688396.SH,2024-W20
688396.SH,2024-W21
688396.SH,2024-W22
688396.SH,2024-W23
688396.SH,2024-W25
688396.SH,2024-W26
688396.SH,2024-W27
688396.SH,2024-W28
688396.SH,2024-W29
688396.SH,2024-W30
688396.SH,2024-W31
688396.SH,2024-W32
688396.SH,2024-W33
688396.SH,2024-W34
688396.SH,2024-W35
688396.SH,2024-W36
688396.SH,2024-W37
688396.SH,2024-W39
688396.SH,2024-W42
688396.SH,2024-W43
688396.SH,2024-W44
688396.SH,2024-W45
688396.SH,2024-W46
688396.SH,2024-W47
688396.SH,2024-W48
688396.SH,2024-W49
688396.SH,2024-W50
688396.SH,2024-W51
688396.SH,2024-W52
688396.SH,2025-W02
688396.SH,2025-W03
688396.SH,2025-W04
688396.SH,2025-W07
688396.SH,2025-W08
688396.SH,2025-W09
688396.SH,2025-W10
688396.SH,2025-W11
688396.SH,2025-W12
688396.SH,2025-W13
688396.SH,2025-W15
688396.SH,2025-W16
688396.SH,2025-W17
688396.SH,2025-W20
688396.SH,2025-W21
688396.SH,2025-W22
688396.SH,2025-W24
688396.SH,2025-W25
688396.SH,2025-W26
688396.SH,2025-W27
688396.SH,2025-W28
688396.SH,2025-W29
688396.SH,2025-W30
688396.SH,2025-W31
688396.SH,2025-W32
688396.SH,2025-W33
688396.SH,2025-W34
688396.SH,2025-W35
688396.SH,2025-W36
688396.SH,2025-W37
688396.SH,2025-W38
688396.SH,2025-W39
688396.SH,2025-W42
688396.SH,2025-W43
688396.SH,2025-W44
688396.SH,2025-W45
688396.SH,2025-W46
688396.SH,2025-W47
688396.SH,2025-W48
688396.SH,2025-W49
688396.SH,2025-W50
688396.SH,2025-W51
688396.SH,2025-W52
688396.SH,2026-W02
688396.SH,2026-W03
688396.SH,2026-W04
688396.SH,2026-W05
688396.SH,2026-W06
688396.SH,2026-W07
688396.SH,2026-W10
688396.SH,2026-W11
688396.SH,2026-W12
688396.SH,2026-W13
688396.SH,2026-W14
688396.SH,2026-W16
688396.SH,2026-W17
688396.SH,2026-W20
688396.SH,2026-W21
688396.SH,2026-W22
688396.SH,2026-W23
688398.SH,2023-W24
688398.SH,2023-W26
688398.SH,2023-W27
688398.SH,2023-W28
688398.SH,2023-W29
688398.SH,2023-W30
688398.SH,2023-W31
688398.SH,2023-W32
688398.SH,2023-W33
688398.SH,2023-W34
688398.SH,2023-W35
688398.SH,2023-W36
688398.SH,2023-W37
688398.SH,2023-W38
688398.SH,2023-W41
688398.SH,2023-W42
688398.SH,2023-W43
688398.SH,2023-W44
688398.SH,2023-W45
688398.SH,2023-W46
688398.SH,2023-W47
688398.SH,2023-W48
688398.SH,2023-W49
688398.SH,2023-W50
688398.SH,2023-W51
688398.SH,2023-W52
688398.SH,2024-W02
688398.SH,2024-W03
688398.SH,2024-W04
688398.SH,2024-W05
688398.SH,2024-W08
688398.SH,2024-W09
688398.SH,2024-W10
688398.SH,2024-W11
688398.SH,2024-W12
688398.SH,2024-W13
688398.SH,2024-W15
688398.SH,2024-W16
688398.SH,2024-W17
688398.SH,2024-W19
688398.SH,2024-W20
688398.SH,2024-W21
688398.SH,2024-W22
688398.SH,2024-W23
688398.SH,2024-W25
688398.SH,2024-W26
688398.SH,2024-W27
688398.SH,2024-W28
688398.SH,2024-W29
688398.SH,2024-W30
688398.SH,2024-W31
688398.SH,2024-W32
688398.SH,2024-W33
688398.SH,2024-W34
688398.SH,2024-W35
688398.SH,2024-W36
688398.SH,2024-W37
688398.SH,2024-W39
688398.SH,2024-W42
688398.SH,2024-W43
688398.SH,2024-W44
688398.SH,2024-W45
688398.SH,2024-W46
688398.SH,2024-W47
688398.SH,2024-W48
688398.SH,2024-W49
688398.SH,2024-W50
688398.SH,2024-W51
688398.SH,2024-W52
688398.SH,2025-W02
688398.SH,2025-W03
688398.SH,2025-W04
688398.SH,2025-W07
688398.SH,2025-W08
688398.SH,2025-W09
688398.SH,2025-W10
688398.SH,2025-W11
688398.SH,2025-W12
688398.SH,2025-W13
688398.SH,2025-W15
688398.SH,2025-W16
688398.SH,2025-W17
688398.SH,2025-W20
688398.SH,2025-W21
688398.SH,2025-W22
688398.SH,2025-W24
688398.SH,2025-W25
688398.SH,2025-W26
688398.SH,2025-W27
688398.SH,2025-W28
688398.SH,2025-W29
688398.SH,2025-W30
688398.SH,2025-W31
688398.SH,2025-W32
688398.SH,2025-W33
688398.SH,2025-W34
688398.SH,2025-W35
688398.SH,2025-W36
688398.SH,2025-W37
688398.SH,2025-W38
688398.SH,2025-W39
688398.SH,2025-W42
688398.SH,2025-W43
688398.SH,2025-W44
688398.SH,2025-W45
688398.SH,2025-W46
688398.SH,2025-W47
688398.SH,2025-W48
688398.SH,2025-W49
688398.SH,2025-W50
688398.SH,2025-W51
688398.SH,2025-W52
688398.SH,2026-W02
688398.SH,2026-W03
688398.SH,2026-W04
688398.SH,2026-W05
688398.SH,2026-W06
688398.SH,2026-W07
688398.SH,2026-W10
688398.SH,2026-W11
688398.SH,2026-W12
688398.SH,2026-W13
688398.SH,2026-W14
688398.SH,2026-W16
688398.SH,2026-W17
688398.SH,2026-W20
688398.SH,2026-W21
688398.SH,2026-W22
688398.SH,2026-W23
688399.SH,2023-W24
688399.SH,2023-W26
688399.SH,2023-W27
688399.SH,2023-W28
688399.SH,2023-W29
688399.SH,2023-W30
688399.SH,2023-W31
688399.SH,2023-W32
688399.SH,2023-W33
688399.SH,2023-W34
688399.SH,2023-W35
688399.SH,2023-W36
688399.SH,2023-W37
688399.SH,2023-W38
688399.SH,2023-W41
688399.SH,2023-W42
688399.SH,2023-W43
688399.SH,2023-W44
688399.SH,2023-W45
688399.SH,2023-W46
688399.SH,2023-W47
688399.SH,2023-W48
688399.SH,2023-W49
688399.SH,2023-W50
688399.SH,2023-W51
688399.SH,2023-W52
688399.SH,2024-W02
688399.SH,2024-W03
688399.SH,2024-W04
688399.SH,2024-W05
688399.SH,2024-W08
688399.SH,2024-W09
688399.SH,2024-W10
688399.SH,2024-W11
688399.SH,2024-W12
688399.SH,2024-W13
688399.SH,2024-W15
688399.SH,2024-W16
688399.SH,2024-W17
688399.SH,2024-W19
688399.SH,2024-W20
688399.SH,2024-W21
688399.SH,2024-W22
688399.SH,2024-W23
688399.SH,2024-W25
688399.SH,2024-W26
688399.SH,2024-W27
688399.SH,2024-W28
688399.SH,2024-W29
688399.SH,2024-W30
688399.SH,2024-W31
688399.SH,2024-W32
688399.SH,2024-W33
688399.SH,2024-W34
688399.SH,2024-W35
688399.SH,2024-W36
688399.SH,2024-W37
688399.SH,2024-W39
688399.SH,2024-W42
688399.SH,2024-W43
688399.SH,2024-W44
688399.SH,2024-W45
688399.SH,2024-W46
688399.SH,2024-W47
688399.SH,2024-W48
688399.SH,2024-W49
688399.SH,2024-W50
688399.SH,2024-W51
688399.SH,2024-W52
688399.SH,2025-W02
688399.SH,2025-W03
688399.SH,2025-W04
688399.SH,2025-W07
688399.SH,2025-W08
688399.SH,2025-W09
688399.SH,2025-W10
688399.SH,2025-W11
688399.SH,2025-W12
688399.SH,2025-W13
688399.SH,2025-W15
688399.SH,2025-W16
688399.SH,2025-W17
688399.SH,2025-W20
688399.SH,2025-W21
688399.SH,2025-W22
688399.SH,2025-W24
688399.SH,2025-W25
688399.SH,2025-W26
688399.SH,2025-W27
688399.SH,2025-W28
688399.SH,2025-W29
688399.SH,2025-W30
688399.SH,2025-W31
688399.SH,2025-W32
688399.SH,2025-W33
688399.SH,2025-W34
688399.SH,2025-W35
688399.SH,2025-W36
688399.SH,2025-W37
688399.SH,2025-W38
688399.SH,2025-W39
688399.SH,2025-W42
688399.SH,2025-W43
688399.SH,2025-W44
688399.SH,2025-W45
688399.SH,2025-W46
688399.SH,2025-W47
688399.SH,2025-W48
688399.SH,2025-W49
688399.SH,2025-W50
688399.SH,2025-W51
688399.SH,2025-W52
688399.SH,2026-W02
688399.SH,2026-W03
688399.SH,2026-W04
688399.SH,2026-W05
688399.SH,2026-W06
688399.SH,2026-W07
688399.SH,2026-W10
688399.SH,2026-W11
688399.SH,2026-W12
688399.SH,2026-W13
688399.SH,2026-W14
688399.SH,2026-W16
688399.SH,2026-W17
688399.SH,2026-W20
688399.SH,2026-W21
688399.SH,2026-W22
688399.SH,2026-W23
688400.SH,2023-W24
688400.SH,2023-W26
688400.SH,2023-W27
688400.SH,2023-W28
688400.SH,2023-W29
688400.SH,2023-W30
688400.SH,2023-W31
688400.SH,2023-W32
688400.SH,2023-W33
688400.SH,2023-W34
688400.SH,2023-W35
688400.SH,2023-W36
688400.SH,2023-W37
688400.SH,2023-W38
688400.SH,2023-W41
688400.SH,2023-W42
688400.SH,2023-W43
688400.SH,2023-W44
688400.SH,2023-W45
688400.SH,2023-W46
688400.SH,2023-W47
688400.SH,2023-W48
688400.SH,2023-W49
688400.SH,2023-W50
688400.SH,2023-W51
688400.SH,2023-W52
688400.SH,2024-W02
688400.SH,2024-W03
688400.SH,2024-W04
688400.SH,2024-W05
688400.SH,2024-W08
688400.SH,2024-W09
688400.SH,2024-W10
688400.SH,2024-W11
688400.SH,2024-W12
688400.SH,2024-W13
688400.SH,2024-W15
688400.SH,2024-W16
688400.SH,2024-W17
688400.SH,2024-W19
688400.SH,2024-W20
688400.SH,2024-W21
688400.SH,2024-W22
688400.SH,2024-W23
688400.SH,2024-W25
688400.SH,2024-W26
688400.SH,2024-W27
688400.SH,2024-W28
688400.SH,2024-W29
688400.SH,2024-W30
688400.SH,2024-W31
688400.SH,2024-W32
688400.SH,2024-W33
688400.SH,2024-W34
688400.SH,2024-W35
688400.SH,2024-W36
688400.SH,2024-W37
688400.SH,2024-W39
688400.SH,2024-W42
688400.SH,2024-W43
688400.SH,2024-W44
688400.SH,2024-W45
688400.SH,2024-W46
688400.SH,2024-W47
688400.SH,2024-W48
688400.SH,2024-W49
688400.SH,2024-W50
688400.SH,2024-W51
688400.SH,2024-W52
688400.SH,2025-W02
688400.SH,2025-W03
688400.SH,2025-W04
688400.SH,2025-W07
688400.SH,2025-W08
688400.SH,2025-W09
688400.SH,2025-W10
688400.SH,2025-W11
688400.SH,2025-W12
688400.SH,2025-W13
688400.SH,2025-W15
688400.SH,2025-W16
688400.SH,2025-W17
688400.SH,2025-W20
688400.SH,2025-W21
688400.SH,2025-W22
688400.SH,2025-W24
688400.SH,2025-W25
688400.SH,2025-W26
688400.SH,2025-W27
688400.SH,2025-W28
688400.SH,2025-W29
688400.SH,2025-W30
688400.SH,2025-W31
688400.SH,2025-W32
688400.SH,2025-W33
688400.SH,2025-W34
688400.SH,2025-W35
688400.SH,2025-W36
688400.SH,2025-W37
688400.SH,2025-W38
688400.SH,2025-W39
688400.SH,2025-W42
688400.SH,2025-W43
688400.SH,2025-W44
688400.SH,2025-W45
688400.SH,2025-W46
688400.SH,2025-W47
688400.SH,2025-W48
688400.SH,2025-W49
688400.SH,2025-W50
688400.SH,2025-W51
688400.SH,2025-W52
688400.SH,2026-W02
688400.SH,2026-W03
688400.SH,2026-W04
688400.SH,2026-W05
688400.SH,2026-W06
688400.SH,2026-W07
688400.SH,2026-W10
688400.SH,2026-W11
688400.SH,2026-W12
688400.SH,2026-W13
688400.SH,2026-W14
688400.SH,2026-W16
688400.SH,2026-W17
688400.SH,2026-W20
688400.SH,2026-W21
688400.SH,2026-W22
688400.SH,2026-W23
688401.SH,2023-W24
688401.SH,2023-W26
688401.SH,2023-W27
688401.SH,2023-W28
688401.SH,2023-W29
688401.SH,2023-W30
688401.SH,2023-W31
688401.SH,2023-W32
688401.SH,2023-W33
688401.SH,2023-W34
688401.SH,2023-W35
688401.SH,2023-W36
688401.SH,2023-W37
688401.SH,2023-W38
688401.SH,2023-W41
688401.SH,2023-W42
688401.SH,2023-W43
688401.SH,2023-W44
688401.SH,2023-W45
688401.SH,2023-W46
688401.SH,2023-W47
688401.SH,2023-W48
688401.SH,2023-W49
688401.SH,2023-W50
688401.SH,2023-W51
688401.SH,2023-W52
688401.SH,2024-W02
688401.SH,2024-W03
688401.SH,2024-W04
688401.SH,2024-W05
688401.SH,2024-W08
688401.SH,2024-W09
688401.SH,2024-W10
688401.SH,2024-W11
688401.SH,2024-W12
688401.SH,2024-W13
688401.SH,2024-W15
688401.SH,2024-W16
688401.SH,2024-W17
688401.SH,2024-W19
688401.SH,2024-W20
688401.SH,2024-W21
688401.SH,2024-W22
688401.SH,2024-W23
688401.SH,2024-W25
688401.SH,2024-W26
688401.SH,2024-W27
688401.SH,2024-W28
688401.SH,2024-W29
688401.SH,2024-W30
688401.SH,2024-W31
688401.SH,2024-W32
688401.SH,2024-W33
688401.SH,2024-W34
688401.SH,2024-W35
688401.SH,2024-W36
688401.SH,2024-W37
688401.SH,2024-W39
688401.SH,2024-W42
688401.SH,2024-W43
688401.SH,2024-W44
688401.SH,2024-W45
688401.SH,2024-W46
688401.SH,2024-W47
688401.SH,2024-W48
688401.SH,2024-W49
688401.SH,2024-W50
688401.SH,2024-W51
688401.SH,2024-W52
688401.SH,2025-W02
688401.SH,2025-W03
688401.SH,2025-W04
688401.SH,2025-W07
688401.SH,2025-W08
688401.SH,2025-W09
688401.SH,2025-W10
688401.SH,2025-W11
688401.SH,2025-W12
688401.SH,2025-W13
688401.SH,2025-W15
688401.SH,2025-W16
688401.SH,2025-W17
688401.SH,2025-W20
688401.SH,2025-W21
688401.SH,2025-W22
688401.SH,2025-W24
688401.SH,2025-W25
688401.SH,2025-W26
688401.SH,2025-W27
688401.SH,2025-W28
688401.SH,2025-W29
688401.SH,2025-W30
688401.SH,2025-W31
688401.SH,2025-W32
688401.SH,2025-W33
688401.SH,2025-W34
688401.SH,2025-W35
688401.SH,2025-W36
688401.SH,2025-W37
688401.SH,2025-W38
688401.SH,2025-W39
688401.SH,2025-W42
688401.SH,2025-W43
688401.SH,2025-W44
688401.SH,2025-W45
688401.SH,2025-W46
688401.SH,2025-W47
688401.SH,2025-W48
688401.SH,2025-W49
688401.SH,2025-W50
688401.SH,2025-W51
688401.SH,2025-W52
688401.SH,2026-W02
688401.SH,2026-W03
688401.SH,2026-W04
688401.SH,2026-W05
688401.SH,2026-W06
688401.SH,2026-W07
688401.SH,2026-W10
688401.SH,2026-W11
688401.SH,2026-W12
688401.SH,2026-W13
688401.SH,2026-W14
688401.SH,2026-W16
688401.SH,2026-W17
688401.SH,2026-W20
688401.SH,2026-W21
688401.SH,2026-W22
688401.SH,2026-W23
688403.SH,2023-W24
688403.SH,2023-W26
688403.SH,2023-W27
688403.SH,2023-W28
688403.SH,2023-W29
688403.SH,2023-W30
688403.SH,2023-W31
688403.SH,2023-W32
688403.SH,2023-W33
688403.SH,2023-W34
688403.SH,2023-W35
688403.SH,2023-W36
688403.SH,2023-W37
688403.SH,2023-W38
688403.SH,2023-W41
688403.SH,2023-W42
688403.SH,2023-W43
688403.SH,2023-W44
688403.SH,2023-W45
688403.SH,2023-W46
688403.SH,2023-W47
688403.SH,2023-W48
688403.SH,2023-W49
688403.SH,2023-W50
688403.SH,2023-W51
688403.SH,2023-W52
688403.SH,2024-W02
688403.SH,2024-W03
688403.SH,2024-W04
688403.SH,2024-W05
688403.SH,2024-W08
688403.SH,2024-W09
688403.SH,2024-W10
688403.SH,2024-W11
688403.SH,2024-W12
688403.SH,2024-W13
688403.SH,2024-W15
688403.SH,2024-W16
688403.SH,2024-W17
688403.SH,2024-W19
688403.SH,2024-W20
688403.SH,2024-W21
688403.SH,2024-W22
688403.SH,2024-W23
688403.SH,2024-W25
688403.SH,2024-W26
688403.SH,2024-W27
688403.SH,2024-W28
688403.SH,2024-W29
688403.SH,2024-W30
688403.SH,2024-W31
688403.SH,2024-W32
688403.SH,2024-W33
688403.SH,2024-W34
688403.SH,2024-W35
688403.SH,2024-W36
688403.SH,2024-W37
688403.SH,2024-W39
688403.SH,2024-W42
688403.SH,2024-W43
688403.SH,2024-W44
688403.SH,2024-W45
688403.SH,2024-W46
688403.SH,2024-W47
688403.SH,2024-W48
688403.SH,2024-W49
688403.SH,2024-W50
688403.SH,2024-W51
688403.SH,2024-W52
688403.SH,2025-W02
688403.SH,2025-W03
688403.SH,2025-W04
688403.SH,2025-W07
688403.SH,2025-W08
688403.SH,2025-W09
688403.SH,2025-W10
688403.SH,2025-W11
688403.SH,2025-W12
688403.SH,2025-W13
688403.SH,2025-W15
688403.SH,2025-W16
688403.SH,2025-W17
688403.SH,2025-W20
688403.SH,2025-W21
688403.SH,2025-W22
688403.SH,2025-W24
688403.SH,2025-W25
688403.SH,2025-W26
688403.SH,2025-W27
688403.SH,2025-W28
688403.SH,2025-W29
688403.SH,2025-W30
688403.SH,2025-W31
688403.SH,2025-W32
688403.SH,2025-W33
688403.SH,2025-W34
688403.SH,2025-W35
688403.SH,2025-W36
688403.SH,2025-W37
688403.SH,2025-W38
688403.SH,2025-W39
688403.SH,2025-W42
688403.SH,2025-W43
688403.SH,2025-W44
688403.SH,2025-W45
688403.SH,2025-W46
688403.SH,2025-W47
688403.SH,2025-W48
688403.SH,2025-W49
688403.SH,2025-W50
688403.SH,2025-W51
688403.SH,2025-W52
688403.SH,2026-W02
688403.SH,2026-W03
688403.SH,2026-W04
688403.SH,2026-W05
688403.SH,2026-W06
688403.SH,2026-W07
688403.SH,2026-W10
688403.SH,2026-W11
688403.SH,2026-W12
688403.SH,2026-W13
688403.SH,2026-W14
688403.SH,2026-W16
688403.SH,2026-W17
688403.SH,2026-W20
688403.SH,2026-W21
688403.SH,2026-W22
688403.SH,2026-W23
688408.SH,2023-W24
688408.SH,2023-W26
688408.SH,2023-W27
688408.SH,2023-W28
688408.SH,2023-W29
688408.SH,2023-W30
688408.SH,2023-W31
688408.SH,2023-W32
688408.SH,2023-W33
688408.SH,2023-W34
688408.SH,2023-W35
688408.SH,2023-W36
688408.SH,2023-W37
688408.SH,2023-W38
688408.SH,2023-W41
688408.SH,2023-W42
688408.SH,2023-W43
688408.SH,2023-W44
688408.SH,2023-W45
688408.SH,2023-W46
688408.SH,2023-W47
688408.SH,2023-W48
688408.SH,2023-W49
688408.SH,2023-W50
688408.SH,2023-W51
688408.SH,2023-W52
688408.SH,2024-W02
688408.SH,2024-W03
688408.SH,2024-W04
688408.SH,2024-W05
688408.SH,2024-W08
688408.SH,2024-W09
688408.SH,2024-W10
688408.SH,2024-W11
688408.SH,2024-W12
688408.SH,2024-W13
688408.SH,2024-W15
688408.SH,2024-W16
688408.SH,2024-W17
688408.SH,2024-W19
688408.SH,2024-W20
688408.SH,2024-W21
688408.SH,2024-W22
688408.SH,2024-W23
688408.SH,2024-W25
688408.SH,2024-W26
688408.SH,2024-W27
688408.SH,2024-W28
688408.SH,2024-W29
688408.SH,2024-W30
688408.SH,2024-W31
688408.SH,2024-W32
688408.SH,2024-W33
688408.SH,2024-W34
688408.SH,2024-W35
688408.SH,2024-W36
688408.SH,2024-W37
688408.SH,2024-W39
688408.SH,2024-W42
688408.SH,2024-W43
688408.SH,2024-W44
688408.SH,2024-W45
688408.SH,2024-W46
688408.SH,2024-W47
688408.SH,2024-W48
688408.SH,2024-W49
688408.SH,2024-W50
688408.SH,2024-W51
688408.SH,2024-W52
688408.SH,2025-W02
688408.SH,2025-W03
688408.SH,2025-W04
688408.SH,2025-W07
688408.SH,2025-W08
688408.SH,2025-W09
688408.SH,2025-W10
688408.SH,2025-W11
688408.SH,2025-W12
688408.SH,2025-W13
688408.SH,2025-W15
688408.SH,2025-W16
688408.SH,2025-W17
688408.SH,2025-W20
688408.SH,2025-W21
688408.SH,2025-W22
688408.SH,2025-W24
688408.SH,2025-W25
688408.SH,2025-W26
688408.SH,2025-W27
688408.SH,2025-W28
688408.SH,2025-W29
688408.SH,2025-W30
688408.SH,2025-W31
688408.SH,2025-W32
688408.SH,2025-W33
688408.SH,2025-W34
688408.SH,2025-W35
688408.SH,2025-W36
688408.SH,2025-W37
688408.SH,2025-W38
688408.SH,2025-W39
688408.SH,2025-W42
688408.SH,2025-W43
688408.SH,2025-W44
688408.SH,2025-W45
688408.SH,2025-W46
688408.SH,2025-W47
688408.SH,2025-W48
688408.SH,2025-W49
688408.SH,2025-W50
688408.SH,2025-W51
688408.SH,2025-W52
688408.SH,2026-W02
688408.SH,2026-W03
688408.SH,2026-W04
688408.SH,2026-W05
688408.SH,2026-W06
688408.SH,2026-W07
688408.SH,2026-W10
688408.SH,2026-W11
688408.SH,2026-W12
688408.SH,2026-W13
688408.SH,2026-W14
688408.SH,2026-W16
688408.SH,2026-W17
688408.SH,2026-W20
688408.SH,2026-W21
688408.SH,2026-W22
688408.SH,2026-W23
688409.SH,2023-W24
688409.SH,2023-W26
688409.SH,2023-W27
688409.SH,2023-W28
688409.SH,2023-W29
688409.SH,2023-W30
688409.SH,2023-W31
688409.SH,2023-W32
688409.SH,2023-W33
688409.SH,2023-W34
688409.SH,2023-W35
688409.SH,2023-W36
688409.SH,2023-W37
688409.SH,2023-W38
688409.SH,2023-W41
688409.SH,2023-W42
688409.SH,2023-W43
688409.SH,2023-W44
688409.SH,2023-W45
688409.SH,2023-W46
688409.SH,2023-W47
688409.SH,2023-W48
688409.SH,2023-W49
688409.SH,2023-W50
688409.SH,2023-W51
688409.SH,2023-W52
688409.SH,2024-W02
688409.SH,2024-W03
688409.SH,2024-W04
688409.SH,2024-W05
688409.SH,2024-W08
688409.SH,2024-W09
688409.SH,2024-W10
688409.SH,2024-W11
688409.SH,2024-W12
688409.SH,2024-W13
688409.SH,2024-W15
688409.SH,2024-W16
688409.SH,2024-W17
688409.SH,2024-W19
688409.SH,2024-W20
688409.SH,2024-W21
688409.SH,2024-W22
688409.SH,2024-W23
688409.SH,2024-W25
688409.SH,2024-W26
688409.SH,2024-W27
688409.SH,2024-W28
688409.SH,2024-W29
688409.SH,2024-W30
688409.SH,2024-W31
688409.SH,2024-W32
688409.SH,2024-W33
688409.SH,2024-W34
688409.SH,2024-W35
688409.SH,2024-W36
688409.SH,2024-W37
688409.SH,2024-W39
688409.SH,2024-W42
688409.SH,2024-W43
688409.SH,2024-W44
688409.SH,2024-W45
